detalle_id,orden_id,producto_id,cantidad,precio_unitario
5736,2262,16,2,1220.76
5737,2263,31,2,1596.26
5738,2263,218,2,1161.86
5739,2264,7,2,2620.55
5740,2265,207,2,1121.22
5741,2265,468,2,3877.68
5742,2265,306,3,1851.66
5743,2266,441,1,2520.14
5744,2266,367,1,3595.46
5745,2267,354,1,1353.11
5746,2267,237,1,1823.45
5747,2268,56,3,4313.07
5748,2268,381,1,1382.08
5749,2268,349,1,2697.61
5750,2268,163,3,2220.9
5751,2269,444,3,1506.97
5752,2269,468,1,3877.68
5753,2269,34,3,2302.76
5754,2269,141,2,1519.61
5755,2270,128,1,1116.05
5756,2270,94,2,402.05
5757,2271,433,2,1833.63
5758,2271,16,2,1220.76
5759,2272,151,3,237.73
5760,2272,147,3,4475.68
5761,2272,452,3,3244.17
5762,2272,357,3,308.92
5763,2273,320,3,4223.4
5764,2273,449,1,2039.86
5765,2274,240,3,922.64
5766,2274,172,3,2413.56
5767,2275,431,3,3595.57
5768,2276,96,2,2743.96
5769,2276,73,3,3257.63
5770,2276,269,3,145.62
5771,2276,436,1,2679.82
5772,2277,282,3,2953.5
5773,2277,485,2,4081.95
5774,2277,173,2,2460.15
5775,2278,446,3,4069.49
5776,2278,58,1,3916.02
5777,2278,109,3,177.14
5778,2279,401,2,3107.38
5779,2279,13,3,765.28
5780,2279,494,1,2790.3
5781,2279,110,1,3895.87
5782,2280,254,1,3343.06
5783,2280,278,3,4324.7
5784,2280,288,3,576.82
5785,2280,466,2,2977.77
5786,2281,203,3,4493.03
5787,2281,450,3,1383.82
5788,2282,75,1,3610.17
5789,2282,488,3,3384.94
5790,2283,17,2,218.01
5791,2284,211,2,2701.14
5792,2284,131,2,1887.42
5793,2285,212,2,79.23
5794,2285,216,3,469.58
5795,2285,461,2,821.67
5796,2286,484,2,3514.45
5797,2286,365,1,1085.61
5798,2286,137,2,3232.62
5799,2286,51,1,1127.15
5800,2287,20,1,2899.3
5801,2287,205,1,3809.6
5802,2288,171,3,4119.41
5803,2288,177,2,4353.88
5804,2288,456,2,53.75
5805,2288,87,2,2941.9
5806,2289,63,2,2084.52
5807,2290,263,3,1652.98
5808,2290,155,1,1982.02
5809,2290,3,1,1677.12
5810,2291,130,2,2935.63
5811,2291,410,2,1608.92
5812,2291,41,1,567.39
5813,2292,362,2,1624.65
5814,2293,360,1,1327.98
5815,2293,195,1,500.45
5816,2294,276,2,725.1
5817,2294,196,2,893.1
5818,2294,61,1,2178.52
5819,2294,53,1,1634.32
5820,2295,39,1,4327.51
5821,2295,46,2,3382.11
5822,2295,265,3,4410.08
5823,2295,312,3,2358.23
5824,2296,401,2,3107.38
5825,2297,174,2,2301.51
5826,2297,364,2,2241.64
5827,2297,323,2,4036.29
5828,2298,90,3,1745.77
5829,2298,380,1,4178.67
5830,2298,204,2,4066.06
5831,2299,474,1,4173.21
5832,2299,435,2,1757.98
5833,2299,483,2,2778.02
5834,2300,137,1,3232.62
5835,2301,149,3,2154.07
5836,2301,450,2,1383.82
5837,2302,144,3,3686.77
5838,2302,174,2,2301.51
5839,2302,434,3,1134.43
5840,2303,404,1,150.04
5841,2303,218,1,1161.86
5842,2303,15,1,4170.08
5843,2303,5,1,3537.86
5844,2304,330,1,245.38
5845,2304,71,1,1294.35
5846,2304,78,3,2350.68
5847,2304,255,2,2378.53
5848,2305,465,3,119.9
5849,2305,137,1,3232.62
5850,2305,352,3,1486.56
5851,2305,65,3,3049.76
5852,2306,381,2,1382.08
5853,2306,447,3,3419.0
5854,2306,412,1,1139.47
5855,2306,107,3,1150.91
5856,2307,337,1,2090.96
5857,2307,403,3,2366.57
5858,2307,448,2,2414.09
5859,2308,11,2,1832.5
5860,2308,405,1,4020.0
5861,2308,300,3,1056.92
5862,2308,100,3,3288.59
5863,2309,209,3,1652.04
5864,2310,17,1,218.01
5865,2310,279,1,3105.03
5866,2310,59,2,1297.19
5867,2311,439,1,3340.18
5868,2311,457,1,538.16
5869,2311,386,2,3798.71
5870,2312,288,3,576.82
5871,2312,140,2,4490.94
5872,2312,97,2,3525.33
5873,2313,8,3,3324.23
5874,2314,89,3,3497.61
5875,2314,415,2,274.53
5876,2314,250,3,1131.56
5877,2314,476,3,1690.17
5878,2315,449,2,2039.86
5879,2315,364,1,2241.64
5880,2315,64,3,2097.31
5881,2316,131,3,1887.42
5882,2316,146,2,3481.95
5883,2316,314,2,4333.54
5884,2317,151,1,237.73
5885,2317,71,3,1294.35
5886,2317,428,3,552.35
5887,2318,432,2,365.61
5888,2318,357,2,308.92
5889,2318,358,1,2403.81
5890,2318,497,2,2037.61
5891,2319,87,1,2941.9
5892,2319,257,1,3159.46
5893,2319,4,2,1818.67
5894,2320,332,2,771.45
5895,2321,139,2,1571.51
5896,2321,157,3,89.74
5897,2322,357,3,308.92
5898,2322,385,1,1559.23
5899,2322,164,1,3559.1
5900,2323,346,2,1523.44
5901,2323,61,3,2178.52
5902,2323,418,1,3162.18
5903,2324,422,2,2133.83
5904,2324,84,2,2530.84
5905,2325,368,3,3608.06
5906,2325,47,1,4194.71
5907,2325,352,1,1486.56
5908,2325,490,1,802.4
5909,2326,7,1,2620.55
5910,2326,239,1,931.58
5911,2326,285,3,1963.79
5912,2326,495,3,113.2
5913,2327,326,2,455.8
5914,2327,336,2,65.72
5915,2327,173,1,2460.15
5916,2328,21,2,3835.03
5917,2328,439,3,3340.18
5918,2329,287,3,1462.86
5919,2329,145,2,4386.96
5920,2329,47,1,4194.71
5921,2330,161,2,317.23
5922,2330,366,1,57.04
5923,2331,328,2,3284.59
5924,2331,110,1,3895.87
5925,2332,366,3,57.04
5926,2332,184,2,2905.79
5927,2332,441,3,2520.14
5928,2332,208,3,3457.4
5929,2333,338,1,3643.17
5930,2334,471,1,1761.98
5931,2335,454,3,1848.68
5932,2335,167,2,2209.59
5933,2335,194,3,4253.49
5934,2335,141,2,1519.61
5935,2336,424,1,1081.04
5936,2337,266,3,493.24
5937,2337,287,3,1462.86
5938,2337,67,1,882.83
5939,2338,492,3,2207.18
5940,2338,20,3,2899.3
5941,2338,346,2,1523.44
5942,2338,456,1,53.75
5943,2339,250,3,1131.56
5944,2340,60,2,620.69
5945,2341,39,2,4327.51
5946,2342,132,3,657.98
5947,2342,131,1,1887.42
5948,2342,196,1,893.1
5949,2342,365,3,1085.61
5950,2343,31,3,1596.26
5951,2343,389,2,1258.16
5952,2344,410,3,1608.92
5953,2344,156,2,2651.9
5954,2344,89,2,3497.61
5955,2345,492,3,2207.18
5956,2345,375,3,3752.59
5957,2346,497,1,2037.61
5958,2346,364,2,2241.64
5959,2346,95,3,1460.11
5960,2347,497,3,2037.61
5961,2347,150,2,4216.16
5962,2347,287,2,1462.86
5963,2347,346,1,1523.44
5964,2348,241,3,2382.9
5965,2349,324,1,1162.87
5966,2350,125,1,1995.12
5967,2350,89,1,3497.61
5968,2350,172,1,2413.56
5969,2351,282,1,2953.5
5970,2352,208,3,3457.4
5971,2352,248,3,938.6
5972,2353,315,2,1821.28
5973,2354,211,3,2701.14
5974,2354,373,2,556.57
5975,2354,10,2,4274.14
5976,2354,76,3,3635.22
5977,2355,282,3,2953.5
5978,2355,111,3,4210.12
5979,2356,236,2,269.43
5980,2356,33,2,2608.33
5981,2356,210,3,50.87
5982,2357,500,3,4429.12
5983,2357,56,1,4313.07
5984,2358,97,3,3525.33
5985,2359,5,3,3537.86
5986,2359,426,1,3163.29
5987,2359,388,2,3188.43
5988,2359,384,1,344.65
5989,2360,250,1,1131.56
5990,2360,267,3,2415.44
5991,2361,471,2,1761.98
5992,2361,366,3,57.04
5993,2361,361,1,1205.49
5994,2361,392,1,1715.26
5995,2362,256,3,2822.54
5996,2363,293,3,635.38
5997,2364,140,2,4490.94
5998,2364,259,3,807.92
5999,2365,345,3,3018.13
6000,2365,356,2,2384.68
6001,2366,370,2,994.9
6002,2366,156,3,2651.9
6003,2366,277,1,660.81
6004,2366,226,3,1903.52
6005,2367,178,2,2382.11
6006,2367,31,3,1596.26
6007,2367,437,2,2574.09
6008,2367,244,2,1675.44
6009,2368,163,2,2220.9
6010,2368,227,2,3377.17
6011,2368,69,2,868.42
6012,2368,219,3,458.98
6013,2369,46,3,3382.11
6014,2369,396,1,3938.76
6015,2369,307,3,3718.26
6016,2370,229,3,1406.29
6017,2371,256,2,2822.54
6018,2371,245,1,2692.75
6019,2371,296,1,166.08
6020,2372,158,1,2164.95
6021,2372,171,1,4119.41
6022,2373,96,2,2743.96
6023,2374,204,1,4066.06
6024,2374,314,1,4333.54
6025,2375,65,3,3049.76
6026,2375,433,2,1833.63
6027,2376,177,2,4353.88
6028,2376,88,2,1630.24
6029,2376,488,1,3384.94
6030,2377,6,3,2537.97
6031,2377,314,1,4333.54
6032,2378,386,1,3798.71
6033,2378,397,3,687.66
6034,2378,420,2,3651.38
6035,2378,133,1,2798.9
6036,2379,45,2,1154.75
6037,2379,222,1,3177.67
6038,2379,264,3,3909.98
6039,2380,140,2,4490.94
6040,2380,239,3,931.58
6041,2381,189,3,2132.86
6042,2381,63,3,2084.52
6043,2381,65,1,3049.76
6044,2381,176,2,1112.6
6045,2382,32,3,2748.32
6046,2383,431,1,3595.57
6047,2383,430,2,616.9
6048,2383,451,3,1405.25
6049,2384,308,1,2771.2
6050,2384,477,2,406.28
6051,2384,107,2,1150.91
6052,2384,100,1,3288.59
6053,2385,133,1,2798.9
6054,2385,67,3,882.83
6055,2386,357,3,308.92
6056,2386,205,1,3809.6
6057,2386,82,2,3783.42
6058,2387,459,1,2832.2
6059,2387,403,2,2366.57
6060,2388,96,3,2743.96
6061,2388,173,1,2460.15
6062,2389,19,1,4337.71
6063,2390,368,3,3608.06
6064,2390,242,3,3506.63
6065,2391,4,3,1818.67
6066,2392,73,2,3257.63
6067,2392,336,1,65.72
6068,2392,107,1,1150.91
6069,2393,6,1,2537.97
6070,2393,137,1,3232.62
6071,2393,102,3,1816.85
6072,2393,98,1,2661.79
6073,2394,274,2,3960.11
6074,2394,144,2,3686.77
6075,2395,66,2,1498.19
6076,2396,457,1,538.16
6077,2396,281,2,1515.32
6078,2396,321,2,1799.15
6079,2396,473,1,1103.54
6080,2397,52,3,952.31
6081,2397,304,3,3908.72
6082,2397,269,3,145.62
6083,2397,411,2,4247.59
6084,2398,245,2,2692.75
6085,2399,277,3,660.81
6086,2399,9,2,579.93
6087,2399,458,2,1096.82
6088,2399,335,2,854.1
6089,2400,158,3,2164.95
6090,2400,155,1,1982.02
6091,2400,373,1,556.57
6092,2401,251,3,3915.95
6093,2401,341,1,2720.45
6094,2401,357,2,308.92
6095,2402,223,1,2698.78
6096,2402,149,2,2154.07
6097,2403,366,3,57.04
6098,2403,75,2,3610.17
6099,2404,332,3,771.45
6100,2404,497,2,2037.61
6101,2405,316,3,2102.99
6102,2405,105,1,1217.91
6103,2405,135,3,270.86
6104,2406,326,3,455.8
6105,2406,412,1,1139.47
6106,2407,309,3,2435.91
6107,2407,234,3,1339.53
6108,2408,468,3,3877.68
6109,2408,470,1,2072.05
6110,2408,347,3,1905.46
6111,2408,345,1,3018.13
6112,2409,356,2,2384.68
6113,2410,122,1,1383.27
6114,2411,305,3,3907.15
6115,2412,388,3,3188.43
6116,2412,298,2,3218.49
6117,2412,423,2,2917.66
6118,2413,400,3,565.47
6119,2413,42,3,3559.52
6120,2413,349,1,2697.61
6121,2414,170,2,2134.36
6122,2414,6,2,2537.97
6123,2415,449,3,2039.86
6124,2415,467,2,426.75
6125,2415,378,3,741.47
6126,2415,333,3,278.33
6127,2416,207,3,1121.22
6128,2417,115,2,2897.05
6129,2417,153,1,934.32
6130,2417,254,2,3343.06
6131,2417,214,3,3709.4
6132,2418,127,2,1031.64
6133,2418,73,3,3257.63
6134,2418,287,3,1462.86
6135,2418,299,1,2236.93
6136,2419,119,3,3678.44
6137,2420,95,2,1460.11
6138,2420,159,2,3480.05
6139,2420,76,1,3635.22
6140,2421,53,2,1634.32
6141,2421,167,3,2209.59
6142,2422,124,2,1712.72
6143,2422,465,1,119.9
6144,2422,347,3,1905.46
6145,2422,227,3,3377.17
6146,2423,117,3,2016.28
6147,2423,306,2,1851.66
6148,2423,310,3,3551.79
6149,2423,132,2,657.98
6150,2424,103,3,2490.53
6151,2425,165,2,3312.69
6152,2425,404,2,150.04
6153,2425,381,2,1382.08
6154,2426,399,1,212.66
6155,2426,340,1,2069.14
6156,2426,335,2,854.1
6157,2426,189,1,2132.86
6158,2427,112,3,4364.46
6159,2427,17,1,218.01
6160,2427,28,1,2353.96
6161,2427,77,3,648.4
6162,2428,377,2,3597.78
6163,2428,414,1,628.83
6164,2429,344,3,1603.14
6165,2429,193,1,3317.64
6166,2429,114,2,2879.54
6167,2429,350,3,4350.01
6168,2430,337,3,2090.96
6169,2430,407,3,3036.5
6170,2430,237,1,1823.45
6171,2430,105,1,1217.91
6172,2431,146,3,3481.95
6173,2431,471,2,1761.98
6174,2432,289,1,3285.5
6175,2432,110,2,3895.87
6176,2432,307,3,3718.26
6177,2433,3,1,1677.12
6178,2433,409,1,2540.33
6179,2433,50,3,2270.55
6180,2433,298,1,3218.49
6181,2434,281,2,1515.32
6182,2434,266,3,493.24
6183,2434,221,3,819.42
6184,2435,383,2,3100.45
6185,2436,500,3,4429.12
6186,2436,440,1,558.74
6187,2437,159,2,3480.05
6188,2437,156,3,2651.9
6189,2437,474,3,4173.21
6190,2437,387,3,883.84
6191,2438,341,3,2720.45
6192,2438,241,2,2382.9
6193,2439,323,1,4036.29
6194,2439,481,2,3003.63
6195,2439,144,2,3686.77
6196,2440,403,3,2366.57
6197,2441,307,1,3718.26
6198,2442,50,3,2270.55
6199,2442,471,3,1761.98
6200,2442,213,3,3857.96
6201,2442,150,2,4216.16
6202,2443,8,2,3324.23
6203,2444,385,1,1559.23
6204,2444,252,3,1577.56
6205,2444,418,2,3162.18
6206,2445,223,2,2698.78
6207,2445,493,2,3838.93
6208,2445,295,2,1077.56
6209,2445,428,1,552.35
6210,2446,277,3,660.81
6211,2446,226,1,1903.52
6212,2447,67,3,882.83
6213,2447,257,1,3159.46
6214,2447,484,3,3514.45
6215,2448,200,1,2091.31
6216,2448,224,3,3647.12
6217,2448,177,1,4353.88
6218,2449,278,3,4324.7
6219,2449,410,2,1608.92
6220,2449,458,2,1096.82
6221,2449,156,1,2651.9
6222,2450,228,1,2870.8
6223,2450,141,2,1519.61
6224,2451,23,2,2321.94
6225,2451,311,3,2083.21
6226,2451,420,2,3651.38
6227,2452,258,2,4081.88
6228,2452,21,1,3835.03
6229,2453,30,1,3742.45
6230,2453,77,3,648.4
6231,2453,123,3,2706.67
6232,2454,144,3,3686.77
6233,2454,202,1,2295.88
6234,2454,411,2,4247.59
6235,2454,312,1,2358.23
6236,2455,397,2,687.66
6237,2455,448,2,2414.09
6238,2455,119,3,3678.44
6239,2456,305,1,3907.15
6240,2456,169,1,880.49
6241,2456,91,3,4306.85
6242,2456,58,2,3916.02
6243,2457,17,2,218.01
6244,2457,422,1,2133.83
6245,2457,121,1,4153.29
6246,2457,259,3,807.92
6247,2458,108,2,612.53
6248,2459,215,2,2525.64
6249,2459,319,2,3265.78
6250,2459,149,1,2154.07
6251,2460,301,1,4168.19
6252,2460,411,2,4247.59
6253,2460,31,2,1596.26
6254,2461,226,2,1903.52
6255,2461,142,3,299.37
6256,2461,236,3,269.43
6257,2462,337,3,2090.96
6258,2463,219,1,458.98
6259,2464,91,2,4306.85
6260,2464,60,1,620.69
6261,2465,373,3,556.57
6262,2465,295,2,1077.56
6263,2466,180,2,2902.02
6264,2466,283,3,3610.47
6265,2466,404,3,150.04
6266,2467,327,3,1665.1
6267,2468,22,2,1322.73
6268,2469,161,3,317.23
6269,2470,111,1,4210.12
6270,2470,191,3,3708.02
6271,2471,366,1,57.04
6272,2471,367,1,3595.46
6273,2471,339,1,1108.56
6274,2471,206,3,1966.12
6275,2472,162,1,3170.91
6276,2472,384,1,344.65
6277,2472,1,3,738.76
6278,2473,403,1,2366.57
6279,2473,438,3,1100.89
6280,2473,247,1,2823.16
6281,2474,449,1,2039.86
6282,2475,95,2,1460.11
6283,2476,439,3,3340.18
6284,2476,239,1,931.58
6285,2476,49,2,4264.68
6286,2477,198,3,3383.91
6287,2478,307,2,3718.26
6288,2479,98,2,2661.79
6289,2480,19,2,4337.71
6290,2480,450,1,1383.82
6291,2480,183,3,2209.9
6292,2481,344,3,1603.14
6293,2482,427,3,2067.11
6294,2482,476,2,1690.17
6295,2483,42,3,3559.52
6296,2483,257,2,3159.46
6297,2483,222,1,3177.67
6298,2483,408,2,1267.68
6299,2484,275,1,4251.41
6300,2485,313,3,224.67
6301,2485,486,1,1923.52
6302,2485,76,3,3635.22
6303,2486,385,3,1559.23
6304,2486,428,3,552.35
6305,2487,9,3,579.93
6306,2487,252,1,1577.56
6307,2487,471,3,1761.98
6308,2488,43,1,1073.19
6309,2488,79,1,1385.15
6310,2488,493,1,3838.93
6311,2488,303,1,344.31
6312,2489,144,2,3686.77
6313,2489,296,1,166.08
6314,2490,22,2,1322.73
6315,2490,289,1,3285.5
6316,2491,484,1,3514.45
6317,2492,447,2,3419.0
6318,2492,347,2,1905.46
6319,2492,38,2,2556.1
6320,2492,480,3,443.59
6321,2493,198,2,3383.91
6322,2493,80,2,262.31
6323,2493,367,3,3595.46
6324,2494,199,2,3459.96
6325,2495,35,3,1359.42
6326,2496,464,3,608.69
6327,2496,213,1,3857.96
6328,2497,333,1,278.33
6329,2498,199,3,3459.96
6330,2499,483,2,2778.02
6331,2499,38,2,2556.1
6332,2499,220,3,3317.48
6333,2500,87,1,2941.9
6334,2501,284,2,3113.97
6335,2502,426,3,3163.29
6336,2503,278,1,4324.7
6337,2504,342,3,1287.6
6338,2505,443,3,533.91
6339,2505,343,3,267.69
6340,2506,448,3,2414.09
6341,2506,348,3,1315.49
6342,2507,101,1,3168.1
6343,2507,31,2,1596.26
6344,2508,299,3,2236.93
6345,2508,448,2,2414.09
6346,2508,382,3,2520.54
6347,2509,31,1,1596.26
6348,2509,220,1,3317.48
6349,2510,405,2,4020.0
6350,2511,308,3,2771.2
6351,2511,221,3,819.42
6352,2511,285,3,1963.79
6353,2512,434,1,1134.43
6354,2513,325,2,3594.36
6355,2513,56,3,4313.07
6356,2513,293,1,635.38
6357,2513,391,2,1011.82
6358,2514,16,1,1220.76
6359,2514,177,1,4353.88
6360,2514,84,1,2530.84
6361,2515,432,1,365.61
6362,2516,4,2,1818.67
6363,2516,266,1,493.24
6364,2516,63,3,2084.52
6365,2516,208,3,3457.4
6366,2517,130,2,2935.63
6367,2518,430,3,616.9
6368,2518,22,1,1322.73
6369,2518,449,3,2039.86
6370,2518,278,3,4324.7
6371,2519,465,3,119.9
6372,2519,53,1,1634.32
6373,2519,132,2,657.98
6374,2519,20,2,2899.3
6375,2520,135,2,270.86
6376,2520,144,1,3686.77
6377,2520,290,2,4327.32
6378,2521,303,3,344.31
6379,2522,425,3,1198.33
6380,2522,466,1,2977.77
6381,2522,467,2,426.75
6382,2523,355,2,3874.37
6383,2523,484,2,3514.45
6384,2524,204,3,4066.06
6385,2524,222,1,3177.67
6386,2524,305,3,3907.15
6387,2525,293,2,635.38
6388,2525,335,2,854.1
6389,2525,21,1,3835.03
6390,2526,41,3,567.39
6391,2526,157,3,89.74
6392,2526,74,3,1973.37
6393,2527,149,3,2154.07
6394,2528,233,3,2609.88
6395,2528,477,2,406.28
6396,2528,441,2,2520.14
6397,2529,162,1,3170.91
6398,2529,435,3,1757.98
6399,2530,233,2,2609.88
6400,2530,208,3,3457.4
6401,2530,386,1,3798.71
6402,2531,100,2,3288.59
6403,2531,23,2,2321.94
6404,2531,50,2,2270.55
6405,2532,269,2,145.62
6406,2532,323,1,4036.29
6407,2533,151,3,237.73
6408,2533,345,2,3018.13
6409,2533,365,3,1085.61
6410,2533,193,1,3317.64
6411,2534,495,3,113.2
6412,2534,401,2,3107.38
6413,2535,312,2,2358.23
6414,2535,413,2,4020.48
6415,2536,62,2,1595.44
6416,2537,71,2,1294.35
6417,2537,394,2,3605.66
6418,2537,369,1,252.44
6419,2537,277,1,660.81
6420,2538,306,2,1851.66
6421,2538,268,2,4352.22
6422,2538,66,3,1498.19
6423,2539,248,2,938.6
6424,2539,334,2,3470.41
6425,2539,24,2,804.2
6426,2539,64,1,2097.31
6427,2540,382,2,2520.54
6428,2540,252,1,1577.56
6429,2540,421,1,2576.66
6430,2540,351,1,4195.09
6431,2541,421,1,2576.66
6432,2541,479,1,2118.97
6433,2541,255,1,2378.53
6434,2542,166,2,1643.85
6435,2542,76,1,3635.22
6436,2543,175,2,2807.82
6437,2543,78,3,2350.68
6438,2544,426,2,3163.29
6439,2544,18,3,2782.15
6440,2544,1,3,738.76
6441,2544,267,3,2415.44
6442,2545,308,1,2771.2
6443,2545,200,2,2091.31
6444,2545,450,1,1383.82
6445,2546,186,1,268.43
6446,2547,396,3,3938.76
6447,2547,77,2,648.4
6448,2547,5,3,3537.86
6449,2548,170,1,2134.36
6450,2548,102,1,1816.85
6451,2549,264,2,3909.98
6452,2550,471,2,1761.98
6453,2550,212,3,79.23
6454,2550,9,3,579.93
6455,2551,148,1,3480.93
6456,2551,340,1,2069.14
6457,2552,65,3,3049.76
6458,2552,372,3,1386.26
6459,2553,4,3,1818.67
6460,2554,453,1,2643.14
6461,2555,470,3,2072.05
6462,2555,133,1,2798.9
6463,2555,456,3,53.75
6464,2556,406,2,1325.22
6465,2557,144,1,3686.77
6466,2558,263,1,1652.98
6467,2558,114,3,2879.54
6468,2558,136,3,4376.88
6469,2558,356,2,2384.68
6470,2559,303,3,344.31
6471,2559,391,2,1011.82
6472,2559,279,1,3105.03
6473,2559,78,1,2350.68
6474,2560,476,1,1690.17
6475,2561,477,1,406.28
6476,2561,272,1,1631.43
6477,2561,76,2,3635.22
6478,2561,117,3,2016.28
6479,2562,258,1,4081.88
6480,2563,492,1,2207.18
6481,2564,78,2,2350.68
6482,2564,442,2,1420.76
6483,2564,160,2,456.74
6484,2564,84,3,2530.84
6485,2565,416,2,1947.77
6486,2565,112,3,4364.46
6487,2565,348,2,1315.49
6488,2565,171,2,4119.41
6489,2566,398,2,3061.39
6490,2566,484,1,3514.45
6491,2566,446,2,4069.49
6492,2567,393,2,4114.42
6493,2567,360,3,1327.98
6494,2568,101,2,3168.1
6495,2568,384,3,344.65
6496,2569,162,2,3170.91
6497,2569,160,3,456.74
6498,2570,66,2,1498.19
6499,2570,328,1,3284.59
6500,2571,60,2,620.69
6501,2571,35,3,1359.42
6502,2571,461,3,821.67
6503,2572,284,2,3113.97
6504,2572,13,1,765.28
6505,2573,129,2,3643.71
6506,2573,173,1,2460.15
6507,2574,262,2,1257.33
6508,2574,493,1,3838.93
6509,2575,135,2,270.86
6510,2576,243,2,448.7
6511,2576,223,3,2698.78
6512,2576,195,1,500.45
6513,2576,469,3,2739.71
6514,2577,277,2,660.81
6515,2577,280,2,729.73
6516,2578,362,3,1624.65
6517,2578,357,2,308.92
6518,2578,424,1,1081.04
6519,2579,29,2,4140.34
6520,2579,321,2,1799.15
6521,2580,37,1,1163.13
6522,2580,351,3,4195.09
6523,2581,285,1,1963.79
6524,2581,185,2,2389.91
6525,2581,310,3,3551.79
6526,2581,98,1,2661.79
6527,2582,66,1,1498.19
6528,2582,49,2,4264.68
6529,2582,337,2,2090.96
6530,2582,336,3,65.72
6531,2583,132,2,657.98
6532,2584,2,1,1212.8
6533,2584,326,1,455.8
6534,2585,42,2,3559.52
6535,2585,143,1,2467.2
6536,2585,473,3,1103.54
6537,2585,147,3,4475.68
6538,2586,477,2,406.28
6539,2586,157,2,89.74
6540,2586,181,2,2982.07
6541,2586,363,1,2258.97
6542,2587,36,3,4307.36
6543,2587,305,2,3907.15
6544,2588,416,1,1947.77
6545,2589,117,2,2016.28
6546,2589,420,3,3651.38
6547,2589,125,2,1995.12
6548,2590,319,3,3265.78
6549,2590,222,2,3177.67
6550,2591,48,1,1022.62
6551,2592,383,1,3100.45
6552,2593,116,3,2193.35
6553,2593,151,3,237.73
6554,2593,155,2,1982.02
6555,2594,379,3,4036.88
6556,2594,365,2,1085.61
6557,2594,278,3,4324.7
6558,2595,321,3,1799.15
6559,2595,36,3,4307.36
6560,2595,376,1,4154.14
6561,2595,272,2,1631.43
6562,2596,28,1,2353.96
6563,2596,486,1,1923.52
6564,2596,364,2,2241.64
6565,2596,477,3,406.28
6566,2597,256,2,2822.54
6567,2597,311,1,2083.21
6568,2598,224,1,3647.12
6569,2598,471,2,1761.98
6570,2598,113,2,2679.2
6571,2598,264,3,3909.98
6572,2599,488,1,3384.94
6573,2600,61,1,2178.52
6574,2600,83,1,1539.22
6575,2601,446,2,4069.49
6576,2601,309,2,2435.91
6577,2602,476,2,1690.17
6578,2603,149,2,2154.07
6579,2604,352,2,1486.56
6580,2604,61,3,2178.52
6581,2605,409,3,2540.33
6582,2605,203,2,4493.03
6583,2606,236,2,269.43
6584,2606,242,2,3506.63
6585,2606,371,1,1303.24
6586,2607,10,2,4274.14
6587,2607,114,2,2879.54
6588,2607,207,2,1121.22
6589,2607,198,1,3383.91
6590,2608,345,2,3018.13
6591,2609,493,3,3838.93
6592,2609,368,1,3608.06
6593,2609,72,1,4407.76
6594,2609,83,1,1539.22
6595,2610,62,1,1595.44
6596,2610,298,3,3218.49
6597,2611,443,2,533.91
6598,2611,491,3,3649.59
6599,2611,276,2,725.1
6600,2611,85,2,138.27
6601,2612,219,3,458.98
6602,2612,134,1,2239.38
6603,2613,102,1,1816.85
6604,2613,436,2,2679.82
6605,2614,330,2,245.38
6606,2614,301,3,4168.19
6607,2614,430,1,616.9
6608,2615,461,2,821.67
6609,2616,338,2,3643.17
6610,2616,495,3,113.2
6611,2616,204,2,4066.06
6612,2616,17,1,218.01
6613,2617,94,1,402.05
6614,2618,335,1,854.1
6615,2618,469,2,2739.71
6616,2618,136,3,4376.88
6617,2619,297,1,646.69
6618,2619,450,1,1383.82
6619,2619,288,3,576.82
6620,2620,441,2,2520.14
6621,2620,409,1,2540.33
6622,2620,222,1,3177.67
6623,2621,93,2,2774.78
6624,2621,61,3,2178.52
6625,2621,15,1,4170.08
6626,2622,286,3,2970.23
6627,2622,350,1,4350.01
6628,2622,46,2,3382.11
6629,2622,243,3,448.7
6630,2623,405,2,4020.0
6631,2623,193,3,3317.64
6632,2624,43,3,1073.19
6633,2625,373,2,556.57
6634,2625,174,3,2301.51
6635,2625,297,3,646.69
6636,2625,180,3,2902.02
6637,2626,294,1,2795.41
6638,2626,478,1,4426.93
6639,2626,133,3,2798.9
6640,2627,256,1,2822.54
6641,2627,294,1,2795.41
6642,2628,391,2,1011.82
6643,2628,437,1,2574.09
6644,2629,173,2,2460.15
6645,2629,296,2,166.08
6646,2629,255,2,2378.53
6647,2629,91,2,4306.85
6648,2630,244,1,1675.44
6649,2630,250,2,1131.56
6650,2630,188,3,2968.08
6651,2630,291,2,4205.27
6652,2631,107,2,1150.91
6653,2632,249,2,3844.8
6654,2633,300,2,1056.92
6655,2634,397,3,687.66
6656,2634,417,1,4016.18
6657,2635,92,2,3644.34
6658,2635,222,1,3177.67
6659,2635,403,1,2366.57
6660,2636,312,1,2358.23
6661,2636,311,3,2083.21
6662,2637,435,1,1757.98
6663,2637,208,1,3457.4
6664,2637,59,1,1297.19
6665,2637,187,1,365.39
6666,2638,115,3,2897.05
6667,2639,172,2,2413.56
6668,2640,158,2,2164.95
6669,2641,384,2,344.65
6670,2641,102,2,1816.85
6671,2642,317,2,4139.7
6672,2642,81,3,317.16
6673,2642,389,3,1258.16
6674,2642,39,1,4327.51
6675,2643,2,3,1212.8
6676,2644,50,2,2270.55
6677,2644,410,2,1608.92
6678,2644,479,3,2118.97
6679,2644,197,3,2586.62
