pago_id,orden_id,fecha_pago,monto_pago,metodo_pago,estado_pago
1429,2215,2025-03-27 14:52:29,4964.89,TRANSFERENCIA,APROBADO
1430,2217,2025-07-02 21:12:27,7975.43,PLIN,APROBADO
1431,2218,2025-09-21 23:37:20,12920.55,TRANSFERENCIA,APROBADO
1432,2219,2025-07-06 05:16:27,6401.49,TRANSFERENCIA,APROBADO
1433,2220,2025-08-11 04:17:21,805.29,TARJETA,APROBADO
1434,2221,2025-08-03 06:46:43,7920.32,TRANSFERENCIA,APROBADO
1435,2222,2025-10-26 01:49:39,2258.97,TARJETA,APROBADO
1436,2224,2025-06-20 13:04:24,5253.51,PLIN,APROBADO
1437,2225,2025-12-29 00:59:13,6401.2,PLIN,APROBADO
1438,2227,2025-05-28 21:18:13,1208.97,YAPE,APROBADO
1439,2228,2025-06-20 05:18:40,10772.82,PLIN,APROBADO
1440,2231,2025-06-11 18:53:14,23569.06,PLIN,APROBADO
1441,2232,2025-01-27 22:42:58,6812.21,TRANSFERENCIA,APROBADO
1442,2234,2025-12-05 19:49:29,15445.72,PLIN,APROBADO
1443,2235,2025-07-18 10:21:15,7929.42,YAPE,APROBADO
1444,2236,2025-04-27 21:57:03,5155.07,YAPE,APROBADO
1445,2238,2025-09-10 01:18:04,20327.55,TRANSFERENCIA,APROBADO
1446,2240,2025-11-18 01:47:32,1293.38,PLIN,APROBADO
1447,2242,2025-02-10 03:53:57,1652.98,PLIN,APROBADO
1448,2243,2025-10-23 18:26:39,1603.14,TARJETA,APROBADO
1449,2246,2025-02-10 20:49:50,22936.2,TARJETA,APROBADO
1450,2247,2025-10-18 00:59:48,853.5,PLIN,APROBADO
1451,2248,2025-06-25 16:39:13,7613.91,TRANSFERENCIA,APROBADO
1452,2250,2025-12-06 21:09:29,983.19,PLIN,APROBADO
1453,2252,2025-02-12 00:56:43,6890.8,YAPE,APROBADO
1454,2253,2025-08-21 04:49:27,13914.38,TRANSFERENCIA,APROBADO
1455,2255,2025-01-11 00:37:15,1973.94,TRANSFERENCIA,APROBADO
1456,2256,2025-09-22 03:30:57,20466.58,TARJETA,APROBADO
1457,2257,2025-11-18 11:14:40,13235.31,TARJETA,APROBADO
1458,2260,2025-05-16 00:56:37,20398.93,PLIN,APROBADO
1459,2262,2025-08-18 07:50:30,20870.68,TRANSFERENCIA,APROBADO
1460,2266,2025-01-30 04:14:04,6115.6,YAPE,APROBADO
1461,2267,2025-05-01 02:49:45,3176.56,TRANSFERENCIA,APROBADO
1462,2268,2025-03-26 01:56:54,23681.6,TRANSFERENCIA,APROBADO
1463,2269,2025-10-02 02:06:28,18346.09,TARJETA,APROBADO
1464,2277,2025-08-06 10:41:14,21944.7,TARJETA,APROBADO
1465,2278,2025-03-08 10:54:04,16655.91,PLIN,APROBADO
1466,2279,2025-01-19 01:11:51,15196.77,YAPE,APROBADO
1467,2281,2025-11-26 14:24:58,17630.55,TRANSFERENCIA,APROBADO
1468,2282,2025-09-17 12:26:31,13764.99,YAPE,APROBADO
1469,2284,2025-05-24 13:35:20,9177.12,TARJETA,APROBADO
1470,2285,2025-12-08 20:31:20,3210.54,TARJETA,APROBADO
1471,2286,2025-10-11 19:22:14,15706.9,PLIN,APROBADO
1472,2287,2025-05-12 16:34:45,6708.9,PLIN,APROBADO
1473,2288,2025-07-08 05:29:28,27057.29,TRANSFERENCIA,APROBADO
1474,2289,2025-01-28 09:37:29,4169.04,YAPE,APROBADO
1475,2290,2025-05-13 10:14:09,8618.08,TARJETA,APROBADO
1476,2291,2025-05-27 03:03:19,9656.49,TRANSFERENCIA,APROBADO
1477,2292,2025-01-15 01:10:30,3249.3,PLIN,APROBADO
1478,2293,2025-01-07 01:38:54,1828.43,TRANSFERENCIA,APROBADO
1479,2294,2025-03-11 01:56:52,7049.24,TARJETA,APROBADO
1480,2296,2025-09-27 15:15:24,6214.76,TRANSFERENCIA,APROBADO
1481,2297,2025-12-16 02:09:31,17158.88,TRANSFERENCIA,APROBADO
1482,2298,2025-03-20 00:59:55,17548.1,PLIN,APROBADO
1483,2299,2025-03-04 08:18:16,13245.21,YAPE,APROBADO
1484,2300,2025-09-01 00:47:48,3232.62,YAPE,APROBADO
1485,2301,2025-12-28 13:27:10,9229.85,YAPE,APROBADO
1486,2302,2025-10-23 04:16:06,19066.62,TRANSFERENCIA,APROBADO
1487,2304,2025-11-25 17:57:51,13348.83,PLIN,APROBADO
1488,2305,2025-07-06 15:44:58,17201.28,PLIN,APROBADO
1489,2306,2025-04-09 08:03:41,17613.36,YAPE,APROBADO
1490,2307,2025-04-05 20:36:33,14018.85,YAPE,APROBADO
1491,2308,2025-12-06 17:21:42,20721.53,YAPE,APROBADO
1492,2309,2025-05-06 08:42:54,4956.12,YAPE,APROBADO
1493,2311,2025-11-20 19:39:30,11475.76,TARJETA,APROBADO
1494,2312,2025-02-21 18:40:19,17763.0,PLIN,APROBADO
1495,2313,2025-05-28 01:35:08,9972.69,YAPE,APROBADO
1496,2316,2025-11-05 04:57:21,21293.24,YAPE,APROBADO
1497,2317,2025-02-04 11:50:42,5777.83,PLIN,APROBADO
1498,2320,2025-09-05 02:21:23,1542.9,PLIN,APROBADO
1499,2321,2025-03-26 18:23:23,3412.24,PLIN,APROBADO
1500,2324,2025-07-17 07:11:10,9329.34,YAPE,APROBADO
1501,2325,2025-01-18 04:07:09,17307.85,YAPE,APROBADO
1502,2327,2025-11-11 23:39:17,3503.19,TARJETA,APROBADO
1503,2328,2025-04-14 20:34:14,17690.6,TRANSFERENCIA,APROBADO
1504,2330,2025-05-23 19:38:46,691.5,TRANSFERENCIA,APROBADO
1505,2332,2025-03-03 03:37:32,23915.32,TRANSFERENCIA,APROBADO
1506,2333,2025-09-24 19:20:28,3643.17,PLIN,APROBADO
1507,2336,2025-01-24 09:55:54,1081.04,YAPE,APROBADO
1508,2340,2025-01-26 04:01:00,1241.38,PLIN,APROBADO
1509,2342,2025-01-16 07:11:26,8011.29,TRANSFERENCIA,APROBADO
1510,2344,2025-10-30 19:00:36,17125.78,TRANSFERENCIA,APROBADO
1511,2345,2025-06-13 08:14:01,17879.31,TARJETA,APROBADO
1512,2346,2025-09-04 10:57:50,10901.22,TARJETA,APROBADO
1513,2347,2025-09-30 11:32:18,18994.31,TARJETA,APROBADO
1514,2348,2025-01-05 01:38:22,7148.7,TARJETA,APROBADO
1515,2352,2025-02-20 21:15:34,13188.0,YAPE,APROBADO
1516,2354,2025-10-31 06:52:32,28670.5,TARJETA,APROBADO
1517,2355,2025-03-26 22:52:20,21490.86,TARJETA,APROBADO
1518,2356,2025-10-01 14:30:05,5908.13,TARJETA,APROBADO
1519,2358,2025-01-26 07:25:25,10575.99,TARJETA,APROBADO
1520,2359,2025-08-12 01:48:11,20498.38,YAPE,APROBADO
1521,2360,2025-02-01 03:47:48,8377.88,YAPE,APROBADO
1522,2361,2025-04-11 20:53:29,6615.83,TRANSFERENCIA,APROBADO
1523,2362,2025-06-19 04:17:22,8467.62,TRANSFERENCIA,APROBADO
1524,2363,2025-11-05 22:48:38,1906.14,TRANSFERENCIA,APROBADO
1525,2364,2025-03-21 15:05:09,11405.64,TARJETA,APROBADO
1526,2365,2025-01-11 14:04:35,13823.75,TRANSFERENCIA,APROBADO
1527,2366,2025-02-21 16:14:14,16316.87,TARJETA,APROBADO
1528,2367,2025-04-21 07:06:46,18052.06,TRANSFERENCIA,APROBADO
1529,2368,2025-10-13 03:02:33,14309.92,PLIN,APROBADO
1530,2369,2025-04-27 16:56:20,25239.87,PLIN,APROBADO
1531,2370,2025-12-30 14:59:07,4218.87,TARJETA,APROBADO
1532,2371,2025-01-10 20:20:51,8503.91,TRANSFERENCIA,APROBADO
1533,2372,2025-09-01 21:58:06,6284.36,YAPE,APROBADO
1534,2373,2025-04-01 01:31:34,5487.92,TRANSFERENCIA,APROBADO
1535,2376,2025-04-21 13:52:14,15353.18,TRANSFERENCIA,APROBADO
1536,2379,2025-12-18 16:02:22,17217.11,TRANSFERENCIA,APROBADO
1537,2380,2025-01-07 08:48:17,11776.62,PLIN,APROBADO
1538,2381,2025-05-25 10:34:49,17927.1,TARJETA,APROBADO
1539,2382,2025-06-10 05:47:22,8244.96,YAPE,APROBADO
1540,2383,2025-04-05 00:53:06,9045.12,PLIN,APROBADO
1541,2385,2025-04-21 00:48:44,5447.39,YAPE,APROBADO
1542,2386,2025-03-25 08:52:00,12303.2,PLIN,APROBADO
1543,2389,2025-05-16 04:37:00,4337.71,TARJETA,APROBADO
1544,2390,2025-12-27 22:41:05,21344.07,TARJETA,APROBADO
1545,2391,2025-05-08 02:00:40,5456.01,YAPE,APROBADO
1546,2392,2025-01-13 20:26:23,7731.89,YAPE,APROBADO
1547,2393,2025-04-17 22:40:20,13882.93,TARJETA,APROBADO
1548,2395,2025-03-05 02:54:15,2996.38,PLIN,APROBADO
1549,2396,2025-03-08 18:26:07,8270.64,YAPE,APROBADO
1550,2397,2025-12-28 18:03:31,23515.13,PLIN,APROBADO
1551,2398,2025-07-21 11:37:12,5385.5,YAPE,APROBADO
1552,2399,2025-07-21 07:23:03,7044.13,TRANSFERENCIA,APROBADO
1553,2400,2025-09-11 14:43:37,9033.44,PLIN,APROBADO
1554,2401,2025-03-09 13:52:37,15086.14,YAPE,APROBADO
1555,2402,2025-08-23 06:42:51,7006.92,TRANSFERENCIA,APROBADO
1556,2403,2025-06-28 12:04:14,7391.46,TARJETA,APROBADO
1557,2405,2025-08-30 15:29:25,8339.46,TRANSFERENCIA,APROBADO
1558,2406,2025-06-10 02:35:17,2506.87,TRANSFERENCIA,APROBADO
1559,2409,2025-11-13 21:50:18,4769.36,TRANSFERENCIA,APROBADO
1560,2410,2025-11-17 10:17:31,1383.27,TARJETA,APROBADO
1561,2411,2025-04-15 20:52:50,11721.45,TRANSFERENCIA,APROBADO
1562,2412,2025-04-28 16:30:45,21837.59,YAPE,APROBADO
1563,2414,2025-04-15 09:55:05,9344.66,PLIN,APROBADO
1564,2416,2025-04-06 04:19:23,3363.66,YAPE,APROBADO
1565,2421,2025-10-06 20:24:01,9897.41,YAPE,APROBADO
1566,2422,2025-08-09 19:10:55,19393.23,YAPE,APROBADO
1567,2423,2025-06-28 07:53:41,21723.49,TARJETA,APROBADO
1568,2426,2025-12-09 20:02:48,6122.86,TARJETA,APROBADO
1569,2427,2025-03-24 10:39:22,17610.55,TARJETA,APROBADO
1570,2428,2025-07-05 23:48:45,7824.39,TRANSFERENCIA,APROBADO
1571,2429,2025-10-02 23:01:39,26936.17,TARJETA,APROBADO
1572,2430,2025-09-14 19:26:52,18423.74,TARJETA,APROBADO
1573,2431,2025-11-08 23:24:40,13969.81,TRANSFERENCIA,APROBADO
1574,2433,2025-10-16 19:23:57,14247.59,TRANSFERENCIA,APROBADO
1575,2435,2025-05-22 12:35:27,6200.9,PLIN,APROBADO
1576,2437,2025-08-08 21:05:17,30086.95,PLIN,APROBADO
1577,2438,2025-03-02 08:55:43,12927.15,TRANSFERENCIA,APROBADO
1578,2439,2025-11-15 05:26:42,17417.09,TARJETA,APROBADO
1579,2440,2025-07-17 11:06:24,7099.71,YAPE,APROBADO
1580,2441,2025-11-01 15:13:40,3718.26,PLIN,APROBADO
1581,2443,2025-09-13 03:31:44,6648.46,TRANSFERENCIA,APROBADO
1582,2444,2025-02-15 19:53:32,12616.27,PLIN,APROBADO
1583,2445,2025-12-21 20:51:45,15782.89,TARJETA,APROBADO
1584,2446,2025-02-23 20:41:30,3885.95,TRANSFERENCIA,APROBADO
1585,2447,2025-07-29 14:55:35,16351.3,PLIN,APROBADO
1586,2448,2025-06-20 03:17:12,17386.55,TARJETA,APROBADO
1587,2449,2025-03-29 13:54:35,21037.48,TRANSFERENCIA,APROBADO
1588,2450,2025-08-02 23:49:38,5910.02,YAPE,APROBADO
1589,2453,2025-01-24 09:17:10,13807.66,TARJETA,APROBADO
1590,2454,2025-01-26 08:47:41,24209.6,YAPE,APROBADO
1591,2455,2025-04-16 01:23:20,17238.82,YAPE,APROBADO
1592,2456,2025-02-02 13:08:30,25540.23,YAPE,APROBADO
1593,2457,2025-08-05 02:13:22,9146.9,TARJETA,APROBADO
1594,2458,2025-12-04 14:05:59,1225.06,PLIN,APROBADO
1595,2459,2025-02-13 19:04:39,13736.91,YAPE,APROBADO
1596,2460,2025-06-04 22:12:54,15855.89,PLIN,APROBADO
1597,2463,2025-11-11 13:04:47,458.98,TRANSFERENCIA,APROBADO
1598,2464,2025-02-26 21:14:46,9234.39,TRANSFERENCIA,APROBADO
1599,2465,2025-05-17 09:07:12,3824.83,YAPE,APROBADO
1600,2467,2025-05-14 19:36:53,4995.3,TARJETA,APROBADO
1601,2468,2025-08-27 17:45:40,2645.46,TRANSFERENCIA,APROBADO
1602,2469,2025-04-09 15:27:42,951.69,PLIN,APROBADO
1603,2470,2025-12-15 00:42:18,15334.18,TARJETA,APROBADO
1604,2472,2025-03-21 17:16:51,5731.84,TARJETA,APROBADO
1605,2473,2025-06-10 10:40:40,8492.4,YAPE,APROBADO
1606,2474,2025-09-13 09:21:48,2039.86,TRANSFERENCIA,APROBADO
1607,2476,2025-07-15 23:12:23,19481.48,PLIN,APROBADO
1608,2480,2025-05-25 03:11:01,16688.94,TARJETA,APROBADO
1609,2481,2025-11-03 17:27:01,4809.42,PLIN,APROBADO
1610,2482,2025-05-04 08:21:46,9581.67,TARJETA,APROBADO
1611,2483,2025-02-16 09:00:43,22710.51,TRANSFERENCIA,APROBADO
1612,2485,2025-05-10 20:30:59,13503.19,PLIN,APROBADO
1613,2486,2025-11-20 16:20:34,6334.74,TRANSFERENCIA,APROBADO
1614,2487,2025-07-18 17:13:45,8603.29,TRANSFERENCIA,APROBADO
1615,2488,2025-05-03 07:05:07,6641.58,YAPE,APROBADO
1616,2490,2025-03-03 21:23:45,5930.96,YAPE,APROBADO
1617,2491,2025-04-28 22:45:07,3514.45,TRANSFERENCIA,APROBADO
1618,2493,2025-05-26 04:12:24,18078.82,YAPE,APROBADO
1619,2494,2025-12-08 21:24:52,6919.92,YAPE,APROBADO
1620,2495,2025-09-16 14:01:38,4078.26,TRANSFERENCIA,APROBADO
1621,2498,2025-02-09 03:35:24,10379.88,TRANSFERENCIA,APROBADO
1622,2499,2025-09-02 02:29:33,20620.68,TARJETA,APROBADO
1623,2500,2025-02-02 18:44:18,2941.9,YAPE,APROBADO
1624,2501,2025-06-27 12:43:38,6227.94,PLIN,APROBADO
1625,2502,2025-07-06 13:14:58,9489.87,TRANSFERENCIA,APROBADO
1626,2503,2025-09-02 21:03:55,4324.7,YAPE,APROBADO
1627,2505,2025-02-25 21:25:37,2404.8,PLIN,APROBADO
1628,2507,2025-02-07 03:21:48,6360.62,PLIN,APROBADO
1629,2508,2026-01-01 00:25:49,19100.59,PLIN,APROBADO
1630,2509,2025-06-16 09:20:15,4913.74,TARJETA,APROBADO
1631,2510,2025-07-19 07:41:02,8040.0,TARJETA,APROBADO
1632,2511,2025-10-11 10:14:24,16663.23,YAPE,APROBADO
1633,2513,2025-08-27 08:39:07,22786.95,TARJETA,APROBADO
1634,2514,2025-05-25 18:00:30,8105.48,TARJETA,APROBADO
1635,2516,2025-03-23 22:52:54,20756.34,PLIN,APROBADO
1636,2518,2025-11-16 08:19:16,22267.11,PLIN,APROBADO
1637,2519,2025-04-26 15:49:37,9108.58,YAPE,APROBADO
1638,2520,2025-06-11 07:29:06,12883.13,PLIN,APROBADO
1639,2522,2025-10-11 19:48:17,7426.26,YAPE,APROBADO
1640,2523,2025-09-13 04:45:39,14777.64,PLIN,APROBADO
1641,2524,2025-10-02 03:03:05,27097.3,PLIN,APROBADO
1642,2527,2025-04-01 15:00:25,6462.21,YAPE,APROBADO
1643,2530,2025-01-15 14:57:01,19390.67,TARJETA,APROBADO
1644,2536,2025-03-18 00:00:03,3190.88,TARJETA,APROBADO
1645,2537,2025-06-22 06:45:23,10713.27,TRANSFERENCIA,APROBADO
1646,2538,2025-04-22 04:35:57,16902.33,PLIN,APROBADO
1647,2540,2025-12-26 08:20:32,13390.39,PLIN,APROBADO
1648,2541,2025-03-17 17:54:02,7074.16,TRANSFERENCIA,APROBADO
1649,2542,2025-04-17 20:16:05,6922.92,TARJETA,APROBADO
1650,2544,2025-06-15 01:15:16,24135.63,PLIN,APROBADO
1651,2545,2025-01-12 18:37:39,8337.64,PLIN,APROBADO
1652,2548,2025-02-06 16:41:26,3951.21,PLIN,APROBADO
1653,2549,2025-06-07 20:40:47,7819.96,PLIN,APROBADO
1654,2550,2025-10-01 17:42:22,5501.44,TARJETA,APROBADO
1655,2551,2025-06-21 20:10:56,5550.07,PLIN,APROBADO
1656,2552,2025-06-17 03:38:53,13308.06,PLIN,APROBADO
1657,2553,2025-08-23 14:00:49,5456.01,YAPE,APROBADO
1658,2554,2025-07-06 13:40:01,2643.14,TARJETA,APROBADO
1659,2555,2025-09-01 20:33:51,9176.3,TARJETA,APROBADO
1660,2558,2025-12-30 06:13:19,28191.6,YAPE,APROBADO
1661,2559,2025-04-30 05:43:43,8512.28,TARJETA,APROBADO
1662,2560,2025-06-01 03:21:26,1690.17,YAPE,APROBADO
1663,2563,2025-03-24 14:42:41,2207.18,TRANSFERENCIA,APROBADO
1664,2565,2025-02-16 18:26:18,27858.72,TARJETA,APROBADO
1665,2566,2025-06-13 11:19:35,17776.21,TRANSFERENCIA,APROBADO
1666,2568,2025-11-01 06:33:16,7370.15,TARJETA,APROBADO
1667,2570,2025-09-27 04:29:58,6280.97,YAPE,APROBADO
1668,2571,2025-10-26 01:43:09,7784.65,TRANSFERENCIA,APROBADO
1669,2572,2025-04-18 18:29:41,6993.22,TARJETA,APROBADO
1670,2573,2025-11-21 15:05:50,9747.57,PLIN,APROBADO
1671,2574,2025-06-30 20:05:27,6353.59,YAPE,APROBADO
1672,2576,2025-10-15 16:21:55,17713.32,TARJETA,APROBADO
1673,2578,2025-07-16 11:41:34,6572.83,YAPE,APROBADO
1674,2579,2025-09-20 01:18:39,11878.98,TARJETA,APROBADO
1675,2581,2025-02-26 11:21:36,20060.77,TARJETA,APROBADO
1676,2584,2025-11-01 07:53:16,1668.6,TARJETA,APROBADO
1677,2585,2025-08-30 13:38:02,26323.9,PLIN,APROBADO
1678,2586,2025-11-21 23:12:39,9215.15,TRANSFERENCIA,APROBADO
1679,2587,2025-09-27 13:04:24,20736.38,TRANSFERENCIA,APROBADO
1680,2588,2025-07-31 01:43:17,1947.77,TRANSFERENCIA,APROBADO
1681,2590,2025-07-08 09:21:28,16152.68,PLIN,APROBADO
1682,2591,2025-10-28 00:48:01,1022.62,YAPE,APROBADO
1683,2593,2025-03-21 10:18:42,11257.28,TARJETA,APROBADO
1684,2594,2025-10-27 13:45:48,27255.96,TARJETA,APROBADO
1685,2599,2025-09-20 01:07:43,3384.94,TARJETA,APROBADO
1686,2600,2025-06-30 04:25:14,3717.74,PLIN,APROBADO
1687,2603,2025-12-21 04:57:44,4308.14,TRANSFERENCIA,APROBADO
1688,2605,2025-12-14 04:40:49,16607.05,PLIN,APROBADO
1689,2607,2025-12-02 22:11:14,19933.71,PLIN,APROBADO
1690,2608,2025-10-16 04:50:12,6036.26,YAPE,APROBADO
1691,2609,2025-01-26 13:31:47,21071.83,PLIN,APROBADO
1692,2610,2025-08-21 23:12:45,11250.91,PLIN,APROBADO
1693,2611,2025-04-05 22:53:15,13743.33,TRANSFERENCIA,APROBADO
1694,2613,2025-07-25 14:53:46,7176.49,TRANSFERENCIA,APROBADO
1695,2614,2025-08-06 05:40:14,13612.23,YAPE,APROBADO
1696,2615,2025-12-29 21:12:15,1643.34,YAPE,APROBADO
1697,2617,2025-08-02 12:17:31,402.05,YAPE,APROBADO
1698,2618,2025-02-08 04:29:56,19464.16,TARJETA,APROBADO
1699,2620,2025-04-22 10:23:03,10758.28,PLIN,APROBADO
1700,2621,2025-09-09 16:03:45,16255.2,PLIN,APROBADO
1701,2622,2025-09-19 09:32:35,21371.02,PLIN,APROBADO
1702,2623,2025-11-27 00:29:24,17992.92,TARJETA,APROBADO
1703,2624,2025-10-24 14:33:30,3219.57,TRANSFERENCIA,APROBADO
1704,2625,2025-10-02 10:23:40,18663.8,TARJETA,APROBADO
1705,2626,2025-09-04 07:44:05,15619.04,TARJETA,APROBADO
1706,2627,2025-04-19 23:25:53,5617.95,PLIN,APROBADO
1707,2628,2025-08-12 15:38:10,4597.73,TRANSFERENCIA,APROBADO
1708,2630,2025-11-08 15:30:35,21253.34,TRANSFERENCIA,APROBADO
1709,2631,2025-12-04 10:33:30,2301.82,YAPE,APROBADO
1710,2632,2025-10-05 21:41:19,7689.6,YAPE,APROBADO
1711,2633,2025-02-01 02:41:27,2113.84,YAPE,APROBADO
1712,2634,2025-09-23 09:06:53,6079.16,TRANSFERENCIA,APROBADO
1713,2636,2025-04-20 19:55:45,8607.86,TARJETA,APROBADO
1714,2641,2025-03-16 15:49:45,4323.0,TRANSFERENCIA,APROBADO
1715,2642,2025-05-16 14:33:16,17332.87,TARJETA,APROBADO
1716,2643,2025-05-01 12:35:35,3638.4,TRANSFERENCIA,APROBADO
1717,2644,2025-09-20 01:56:27,21875.71,PLIN,APROBADO
1718,2645,2025-03-22 07:38:29,1370.22,TRANSFERENCIA,APROBADO
1719,2646,2025-11-05 03:10:25,2225.2,YAPE,APROBADO
1720,2648,2025-10-15 08:15:17,22259.58,YAPE,APROBADO
1721,2650,2025-12-24 07:42:43,8641.46,PLIN,APROBADO
1722,2653,2025-11-28 14:04:14,8161.35,YAPE,APROBADO
1723,2654,2025-01-14 21:40:36,13106.0,PLIN,APROBADO
1724,2655,2025-08-20 08:55:46,11291.04,TARJETA,APROBADO
1725,2657,2025-05-23 16:30:27,17215.03,TRANSFERENCIA,APROBADO
1726,2658,2025-01-24 02:20:55,18019.99,PLIN,APROBADO
1727,2659,2025-10-14 04:25:46,36979.11,YAPE,APROBADO
1728,2664,2025-06-18 00:58:06,9128.7,TARJETA,APROBADO
1729,2666,2025-09-27 05:28:28,7352.76,PLIN,APROBADO
1730,2667,2025-08-26 06:34:29,22559.7,TRANSFERENCIA,APROBADO
1731,2668,2025-07-30 07:37:22,1471.78,TRANSFERENCIA,APROBADO
1732,2671,2025-01-31 13:58:07,1375.32,TARJETA,APROBADO
1733,2672,2025-05-09 02:25:53,13406.35,TARJETA,APROBADO
1734,2673,2025-02-28 22:06:53,4388.58,PLIN,APROBADO
1735,2674,2025-02-03 14:48:16,19637.24,YAPE,APROBADO
1736,2675,2025-10-03 09:34:40,16736.82,TARJETA,APROBADO
1737,2676,2025-10-21 16:25:53,2766.54,TRANSFERENCIA,APROBADO
1738,2680,2025-02-26 06:54:22,17914.56,TRANSFERENCIA,APROBADO
1739,2681,2025-03-08 15:35:09,24442.22,YAPE,APROBADO
1740,2683,2025-10-13 21:27:55,18555.96,TRANSFERENCIA,APROBADO
1741,2685,2025-05-04 13:16:54,7346.03,YAPE,APROBADO
1742,2689,2025-01-31 19:56:41,12270.89,YAPE,APROBADO
1743,2690,2025-10-21 01:29:19,27255.03,PLIN,APROBADO
1744,2691,2025-04-22 09:12:18,8998.42,PLIN,APROBADO
1745,2692,2025-07-16 16:15:13,5607.97,YAPE,APROBADO
1746,2693,2025-05-25 05:32:58,22850.62,YAPE,APROBADO
1747,2695,2025-10-05 12:17:33,14842.88,TRANSFERENCIA,APROBADO
1748,2696,2025-02-19 00:30:09,15206.87,PLIN,APROBADO
1749,2700,2025-08-02 19:38:39,2772.52,YAPE,APROBADO
1750,2702,2025-01-26 15:59:45,2778.02,YAPE,APROBADO
1751,2704,2025-02-10 22:50:22,1420.76,YAPE,APROBADO
1752,2707,2025-09-06 03:04:47,9343.53,TRANSFERENCIA,APROBADO
1753,2708,2025-09-15 10:45:02,10733.13,YAPE,APROBADO
1754,2710,2025-09-11 16:12:20,14963.95,YAPE,APROBADO
1755,2712,2025-12-03 05:23:07,34326.52,PLIN,APROBADO
1756,2713,2025-05-22 08:42:40,12453.92,TARJETA,APROBADO
1757,2717,2025-03-20 09:15:25,5564.61,TRANSFERENCIA,APROBADO
1758,2718,2025-04-01 22:36:34,3525.33,YAPE,APROBADO
1759,2720,2025-01-30 06:23:24,7883.92,PLIN,APROBADO
1760,2721,2025-12-24 15:02:11,19661.42,YAPE,APROBADO
1761,2722,2025-01-18 07:30:02,14960.85,TRANSFERENCIA,APROBADO
1762,2723,2025-05-05 03:59:42,9760.39,YAPE,APROBADO
1763,2724,2025-02-24 04:55:30,5470.35,YAPE,APROBADO
1764,2725,2025-02-12 12:39:49,16129.23,YAPE,APROBADO
1765,2726,2025-12-24 22:13:29,18268.03,TARJETA,APROBADO
1766,2727,2025-03-25 04:28:15,6628.08,TARJETA,APROBADO
1767,2728,2025-11-07 00:16:35,12020.19,PLIN,APROBADO
1768,2731,2025-08-04 18:30:59,2278.94,TRANSFERENCIA,APROBADO
1769,2732,2025-11-14 22:04:57,17843.69,PLIN,APROBADO
1770,2733,2025-03-17 20:57:20,23804.96,TRANSFERENCIA,APROBADO
1771,2734,2025-05-21 08:04:29,12413.09,TRANSFERENCIA,APROBADO
1772,2735,2025-09-22 15:09:11,12533.55,PLIN,APROBADO
1773,2736,2025-02-11 14:43:05,3774.48,TARJETA,APROBADO
1774,2737,2025-07-18 21:34:21,23025.2,YAPE,APROBADO
1775,2740,2025-06-11 23:55:01,13520.7,TARJETA,APROBADO
1776,2741,2025-06-01 16:38:03,21142.21,PLIN,APROBADO
1777,2743,2025-05-18 08:47:40,11041.11,PLIN,APROBADO
1778,2745,2025-08-05 22:12:51,15144.57,TARJETA,APROBADO
1779,2746,2025-04-02 07:47:18,11721.17,PLIN,APROBADO
1780,2747,2025-11-04 06:05:25,4090.56,YAPE,APROBADO
1781,2749,2025-03-15 02:03:46,4920.3,TARJETA,APROBADO
1782,2750,2025-12-18 12:18:48,1995.12,YAPE,APROBADO
1783,2751,2025-04-09 15:08:25,2155.12,TRANSFERENCIA,APROBADO
1784,2753,2025-01-16 05:34:42,16327.01,TARJETA,APROBADO
1785,2754,2025-08-10 23:35:24,15136.09,TARJETA,APROBADO
1786,2760,2025-02-04 20:28:20,6908.58,TARJETA,APROBADO
1787,2761,2025-06-17 09:08:11,13468.51,TARJETA,APROBADO
1788,2765,2025-08-20 22:33:43,16066.29,PLIN,APROBADO
1789,2766,2025-03-03 12:46:53,20534.21,PLIN,APROBADO
1790,2769,2025-11-22 07:29:15,21677.89,YAPE,APROBADO
1791,2770,2025-03-09 14:19:27,2874.05,YAPE,APROBADO
1792,2772,2025-07-11 03:31:37,3107.38,TARJETA,APROBADO
1793,2774,2025-07-05 00:15:40,20258.99,PLIN,APROBADO
1794,2775,2025-10-18 18:35:22,5501.7,TARJETA,APROBADO
1795,2777,2025-03-11 10:41:38,11907.23,TARJETA,APROBADO
1796,2778,2025-04-11 15:10:31,16531.96,YAPE,APROBADO
1797,2780,2025-12-29 21:33:15,11069.77,PLIN,APROBADO
1798,2781,2025-01-15 00:33:57,25365.64,TARJETA,APROBADO
1799,2782,2025-09-15 09:15:42,3662.28,TRANSFERENCIA,APROBADO
1800,2783,2025-09-09 18:35:46,11163.95,TARJETA,APROBADO
1801,2786,2025-01-19 18:53:24,19341.62,TARJETA,APROBADO
1802,2787,2025-07-24 23:50:10,25130.55,TRANSFERENCIA,APROBADO
1803,2788,2025-09-25 18:14:03,18287.47,TRANSFERENCIA,APROBADO
1804,2789,2025-05-07 08:42:56,3382.11,PLIN,APROBADO
1805,2790,2025-12-02 09:56:52,18179.52,TRANSFERENCIA,APROBADO
1806,2791,2025-08-11 01:26:57,1022.62,PLIN,APROBADO
1807,2792,2025-10-26 02:16:25,11808.7,PLIN,APROBADO
1808,2794,2025-03-09 19:27:04,15505.83,PLIN,APROBADO
