orden_id,cliente_id,fecha_orden,estado_orden
1829,2659,2025-04-19 11:05:17,COMPLETADA
1830,4500,2025-11-08 13:19:39,COMPLETADA
1831,1095,2025-05-28 17:12:14,COMPLETADA
1832,2416,2025-05-26 01:33:46,COMPLETADA
1833,470,2025-09-16 03:47:19,COMPLETADA
1834,86,2025-10-14 12:53:51,PENDIENTE
1835,1797,2025-10-24 19:18:18,PENDIENTE
1836,2292,2025-07-03 03:49:09,COMPLETADA
1837,129,2025-09-18 02:01:03,COMPLETADA
1838,4779,2025-08-27 13:00:54,COMPLETADA
1839,3130,2025-06-08 18:37:01,CANCELADA
1840,2109,2025-07-15 06:55:58,CANCELADA
1841,4951,2025-06-30 22:28:12,COMPLETADA
1842,3623,2025-11-06 17:57:31,COMPLETADA
1843,2202,2025-10-02 03:14:45,COMPLETADA
1844,3240,2025-08-27 07:12:12,COMPLETADA
1845,1899,2025-01-11 08:49:33,PENDIENTE
1846,3555,2025-10-05 19:43:35,COMPLETADA
1847,3925,2025-12-19 22:35:15,COMPLETADA
1848,1487,2025-08-02 02:19:45,COMPLETADA
1849,1443,2025-05-04 16:52:04,COMPLETADA
1850,4019,2025-06-25 22:13:22,CANCELADA
1851,1478,2025-10-24 18:46:18,COMPLETADA
1852,173,2025-01-10 17:23:21,COMPLETADA
1853,1456,2025-06-08 23:28:42,PENDIENTE
1854,4980,2025-07-27 21:06:17,COMPLETADA
1855,1176,2025-10-16 07:30:25,COMPLETADA
1856,2010,2025-01-28 13:58:50,COMPLETADA
1857,3298,2025-04-03 10:24:01,COMPLETADA
1858,4316,2025-04-04 13:04:35,COMPLETADA
1859,97,2025-04-19 06:50:39,COMPLETADA
1860,3096,2025-07-29 08:46:58,COMPLETADA
1861,902,2025-12-05 18:00:21,PENDIENTE
1862,359,2025-08-22 14:20:16,COMPLETADA
1863,685,2025-07-05 07:25:20,COMPLETADA
1864,4913,2025-12-18 22:39:58,COMPLETADA
1865,77,2025-08-11 21:55:29,CANCELADA
1866,872,2025-03-23 11:09:33,COMPLETADA
1867,2773,2025-10-30 09:10:26,CANCELADA
1868,697,2025-10-17 15:26:56,COMPLETADA
1869,3936,2025-02-15 09:00:02,PENDIENTE
1870,3640,2025-01-31 06:43:32,PENDIENTE
1871,2519,2025-01-05 15:28:06,COMPLETADA
1872,1266,2025-11-27 12:30:19,COMPLETADA
1873,4453,2025-06-10 17:08:38,PENDIENTE
1874,4454,2025-04-18 09:46:40,COMPLETADA
1875,365,2025-04-23 21:56:37,COMPLETADA
1876,2431,2025-06-12 17:44:36,COMPLETADA
1877,3403,2025-11-30 02:45:06,COMPLETADA
1878,1838,2025-12-28 03:34:24,COMPLETADA
1879,3500,2025-09-27 09:49:37,COMPLETADA
1880,2895,2025-05-03 01:15:35,PENDIENTE
1881,1851,2025-09-18 02:16:30,CANCELADA
1882,3152,2025-12-04 12:10:01,PENDIENTE
1883,921,2025-03-15 07:51:22,COMPLETADA
1884,903,2025-08-07 11:00:03,COMPLETADA
1885,2309,2025-05-15 21:44:40,COMPLETADA
1886,2734,2025-06-21 06:42:25,COMPLETADA
1887,695,2025-12-26 09:50:35,CANCELADA
1888,4953,2025-11-18 05:56:00,COMPLETADA
1889,3512,2025-05-01 07:35:41,COMPLETADA
1890,4913,2025-06-23 15:30:19,COMPLETADA
1891,3484,2025-03-30 13:12:34,COMPLETADA
1892,2471,2025-05-01 11:02:35,COMPLETADA
1893,2352,2025-07-11 19:10:33,COMPLETADA
1894,852,2025-04-23 07:24:32,COMPLETADA
1895,4090,2025-11-09 15:12:25,PENDIENTE
1896,2175,2025-03-28 12:16:08,PENDIENTE
1897,626,2025-09-30 10:21:37,PENDIENTE
1898,1218,2025-05-24 22:50:55,PENDIENTE
1899,1201,2025-03-06 20:53:14,COMPLETADA
1900,3200,2025-04-15 16:20:59,COMPLETADA
1901,3920,2025-01-28 22:52:35,PENDIENTE
1902,928,2025-08-29 16:43:21,COMPLETADA
1903,2282,2025-01-28 04:27:28,COMPLETADA
1904,2647,2025-09-29 06:40:08,CANCELADA
1905,1490,2026-01-01 19:17:21,PENDIENTE
1906,2889,2025-07-16 06:16:17,COMPLETADA
1907,3473,2025-12-14 11:33:05,COMPLETADA
1908,3392,2025-09-29 02:34:53,COMPLETADA
1909,2732,2025-10-15 20:21:19,COMPLETADA
1910,2015,2025-12-31 20:45:13,COMPLETADA
1911,4501,2025-11-02 05:57:43,COMPLETADA
1912,4373,2025-03-09 07:15:41,COMPLETADA
1913,4393,2025-02-13 07:38:01,PENDIENTE
1914,3151,2025-07-25 10:36:25,COMPLETADA
1915,3456,2025-04-24 03:47:46,COMPLETADA
1916,1797,2025-12-09 16:22:50,PENDIENTE
1917,1927,2025-11-12 20:50:39,COMPLETADA
1918,1666,2025-01-21 09:29:26,CANCELADA
1919,141,2025-08-14 14:22:28,COMPLETADA
1920,3883,2025-08-25 14:29:55,CANCELADA
1921,903,2025-11-09 03:06:12,COMPLETADA
1922,2862,2025-06-20 15:17:26,COMPLETADA
1923,1142,2025-08-15 07:39:15,COMPLETADA
1924,1181,2025-07-06 18:14:02,PENDIENTE
1925,4518,2025-04-22 00:39:07,CANCELADA
1926,3450,2025-01-31 10:30:43,COMPLETADA
1927,1840,2025-01-27 16:28:56,COMPLETADA
1928,1129,2025-06-26 13:18:29,COMPLETADA
1929,1173,2025-05-20 10:09:55,COMPLETADA
1930,216,2025-09-18 18:47:58,PENDIENTE
1931,3480,2026-01-01 03:47:10,COMPLETADA
1932,869,2025-12-05 14:37:43,PENDIENTE
1933,605,2025-12-22 07:25:37,COMPLETADA
1934,4866,2025-05-26 21:21:47,CANCELADA
1935,248,2025-01-20 13:26:31,COMPLETADA
1936,1158,2025-11-09 10:15:29,COMPLETADA
1937,632,2025-05-23 04:59:51,COMPLETADA
1938,3412,2025-12-08 01:32:38,COMPLETADA
1939,1495,2025-02-23 20:30:21,COMPLETADA
1940,1148,2025-12-08 02:08:35,PENDIENTE
1941,2454,2025-04-30 18:38:13,COMPLETADA
1942,2764,2025-09-10 16:13:43,COMPLETADA
1943,109,2025-03-21 14:01:43,COMPLETADA
1944,1278,2025-06-14 04:27:45,COMPLETADA
1945,264,2025-08-12 09:03:42,COMPLETADA
1946,1422,2025-03-18 09:23:14,COMPLETADA
1947,90,2025-06-15 13:41:08,COMPLETADA
1948,3471,2025-03-28 13:29:39,PENDIENTE
1949,3722,2025-08-18 17:42:09,COMPLETADA
1950,2114,2025-10-30 06:02:17,CANCELADA
1951,4112,2025-05-15 15:17:12,COMPLETADA
1952,1863,2025-03-19 03:00:14,COMPLETADA
1953,1285,2025-03-31 17:44:29,COMPLETADA
1954,754,2025-08-03 15:56:34,COMPLETADA
1955,1026,2025-06-05 12:58:54,PENDIENTE
1956,3281,2025-11-23 17:34:40,COMPLETADA
1957,1794,2025-12-26 13:07:42,COMPLETADA
1958,4582,2025-08-08 22:11:42,COMPLETADA
1959,633,2025-11-06 16:06:04,PENDIENTE
1960,3838,2025-04-28 18:49:14,COMPLETADA
1961,3319,2025-01-07 23:50:06,PENDIENTE
1962,1351,2025-03-12 17:56:07,COMPLETADA
1963,3044,2025-03-02 15:04:23,COMPLETADA
1964,1596,2025-06-22 09:30:29,COMPLETADA
1965,856,2025-03-26 11:50:26,COMPLETADA
1966,4942,2025-09-15 17:11:29,PENDIENTE
1967,2749,2025-12-20 02:53:03,COMPLETADA
1968,2312,2025-04-18 10:57:06,COMPLETADA
1969,873,2025-05-03 02:25:26,COMPLETADA
1970,4892,2025-07-30 17:56:43,COMPLETADA
1971,2533,2025-06-06 03:50:28,COMPLETADA
1972,1653,2025-01-22 15:44:26,COMPLETADA
1973,266,2025-11-16 03:43:02,COMPLETADA
1974,697,2025-05-19 11:22:41,CANCELADA
1975,4627,2025-12-25 17:07:50,COMPLETADA
1976,3964,2025-02-27 10:20:20,COMPLETADA
1977,2578,2025-10-25 18:22:20,COMPLETADA
1978,2529,2025-12-14 14:38:36,COMPLETADA
1979,2922,2026-01-03 15:10:09,PENDIENTE
1980,3262,2025-06-02 22:25:16,COMPLETADA
1981,2577,2025-11-06 19:57:53,PENDIENTE
1982,2916,2025-08-06 13:16:10,CANCELADA
1983,798,2025-08-29 09:39:10,COMPLETADA
1984,4126,2025-12-18 01:30:58,COMPLETADA
1985,1231,2025-03-22 13:32:39,COMPLETADA
1986,3131,2025-09-18 22:23:16,COMPLETADA
1987,307,2025-10-31 09:50:05,COMPLETADA
1988,1242,2025-10-26 00:00:08,PENDIENTE
1989,646,2025-11-17 05:18:26,CANCELADA
1990,765,2025-06-02 11:20:04,CANCELADA
1991,1898,2025-02-04 18:22:44,CANCELADA
1992,1154,2025-06-29 16:32:54,PENDIENTE
1993,1320,2025-12-12 19:08:55,CANCELADA
1994,4110,2025-04-26 02:28:12,COMPLETADA
1995,4987,2025-05-22 23:11:20,PENDIENTE
1996,2797,2025-08-26 00:23:00,COMPLETADA
1997,1075,2025-06-18 09:24:53,COMPLETADA
1998,2952,2025-12-04 00:36:37,COMPLETADA
1999,3530,2025-10-06 03:44:45,COMPLETADA
2000,3176,2025-05-21 18:51:04,COMPLETADA
2001,4972,2025-05-09 14:01:17,COMPLETADA
2002,1249,2025-09-05 05:08:58,COMPLETADA
2003,4076,2025-03-12 02:13:40,COMPLETADA
2004,123,2025-07-19 00:47:14,COMPLETADA
2005,2536,2025-03-28 16:14:31,COMPLETADA
2006,715,2025-11-22 12:00:55,COMPLETADA
2007,3726,2025-01-20 06:15:29,COMPLETADA
2008,2422,2025-08-21 18:45:55,COMPLETADA
2009,2295,2025-03-05 13:30:03,COMPLETADA
2010,2895,2025-06-22 19:33:12,COMPLETADA
2011,1468,2025-09-10 07:40:22,PENDIENTE
2012,3775,2025-05-18 23:44:10,COMPLETADA
2013,3877,2025-09-19 15:48:07,CANCELADA
2014,3622,2025-03-19 00:05:01,PENDIENTE
2015,1151,2025-06-05 13:20:31,CANCELADA
2016,4660,2025-01-16 16:31:41,COMPLETADA
2017,2978,2025-03-05 03:18:51,CANCELADA
2018,3285,2025-06-05 23:24:32,COMPLETADA
2019,1057,2025-07-22 02:47:12,COMPLETADA
2020,4199,2025-02-25 21:24:32,PENDIENTE
2021,2570,2025-06-29 17:08:55,COMPLETADA
2022,3385,2025-07-25 06:50:54,COMPLETADA
2023,2154,2025-01-06 07:15:54,CANCELADA
2024,350,2025-05-27 11:04:29,COMPLETADA
2025,468,2025-07-03 16:49:48,PENDIENTE
2026,2006,2025-10-07 21:43:06,PENDIENTE
2027,4595,2025-07-16 04:41:46,COMPLETADA
2028,863,2025-11-04 19:56:14,COMPLETADA
2029,1297,2025-02-03 00:51:03,COMPLETADA
2030,598,2025-02-09 11:47:55,COMPLETADA
2031,3787,2025-05-11 05:30:59,PENDIENTE
2032,2859,2025-06-03 12:32:50,COMPLETADA
2033,4384,2025-02-08 08:58:36,CANCELADA
2034,3809,2025-12-20 11:51:56,COMPLETADA
2035,1477,2025-10-03 14:05:48,PENDIENTE
2036,3252,2025-09-20 03:17:06,PENDIENTE
2037,1635,2025-11-18 11:48:37,COMPLETADA
2038,529,2025-05-15 16:56:41,COMPLETADA
2039,4951,2025-04-21 02:12:13,COMPLETADA
2040,3902,2025-12-09 00:10:19,COMPLETADA
2041,3724,2025-12-18 16:56:47,COMPLETADA
2042,1276,2025-09-18 16:59:48,CANCELADA
2043,1193,2025-09-18 23:55:56,COMPLETADA
2044,2623,2025-05-13 16:06:09,COMPLETADA
2045,4925,2025-01-12 17:40:22,PENDIENTE
2046,512,2025-04-29 15:13:16,CANCELADA
2047,2962,2025-04-08 11:18:20,PENDIENTE
2048,3879,2025-03-20 00:35:50,COMPLETADA
2049,1733,2025-08-27 06:27:59,CANCELADA
2050,3465,2025-03-15 17:15:51,COMPLETADA
2051,1443,2025-03-29 20:24:39,COMPLETADA
2052,568,2025-05-18 01:12:06,COMPLETADA
2053,670,2025-10-01 03:50:14,COMPLETADA
2054,3699,2025-04-06 13:14:21,CANCELADA
2055,4299,2025-09-13 17:10:18,COMPLETADA
2056,2126,2025-05-12 04:34:41,COMPLETADA
2057,441,2025-10-02 04:11:57,COMPLETADA
2058,3511,2025-06-17 17:39:37,COMPLETADA
2059,2433,2025-10-19 12:47:59,COMPLETADA
2060,2862,2025-09-04 17:31:34,CANCELADA
2061,3946,2025-02-08 02:59:09,COMPLETADA
2062,1317,2025-01-06 08:44:08,CANCELADA
2063,3579,2025-01-18 06:55:57,COMPLETADA
2064,4673,2025-02-20 01:21:53,COMPLETADA
2065,82,2025-04-14 19:27:46,COMPLETADA
2066,4892,2025-12-04 15:01:36,COMPLETADA
2067,4739,2025-05-28 07:20:46,COMPLETADA
2068,2653,2025-12-04 08:52:43,PENDIENTE
2069,2593,2025-02-26 17:41:51,COMPLETADA
2070,3758,2025-01-18 14:27:31,CANCELADA
2071,4092,2025-07-15 08:16:04,CANCELADA
2072,931,2025-10-20 12:04:07,PENDIENTE
2073,3330,2025-02-18 09:34:34,COMPLETADA
2074,31,2025-03-08 11:07:10,CANCELADA
2075,1030,2025-04-23 06:49:13,COMPLETADA
2076,4739,2025-02-10 18:42:05,COMPLETADA
2077,1791,2025-03-22 12:06:45,PENDIENTE
2078,1538,2025-05-21 10:56:14,COMPLETADA
2079,4474,2025-11-17 19:27:13,PENDIENTE
2080,4923,2025-10-09 04:57:33,COMPLETADA
2081,2852,2025-08-20 06:24:19,COMPLETADA
2082,1566,2025-04-07 04:58:45,CANCELADA
2083,4726,2025-08-02 11:45:40,CANCELADA
2084,3034,2025-05-05 15:38:34,PENDIENTE
2085,133,2025-01-20 16:56:02,COMPLETADA
2086,2515,2025-05-10 10:45:47,COMPLETADA
2087,1022,2025-02-06 07:19:00,PENDIENTE
2088,3736,2025-12-29 02:49:49,COMPLETADA
2089,2882,2025-09-07 16:57:37,COMPLETADA
2090,4444,2025-02-12 17:51:22,COMPLETADA
2091,2752,2025-12-05 20:25:59,COMPLETADA
2092,1441,2025-12-10 16:09:07,COMPLETADA
2093,3057,2025-12-30 07:59:27,COMPLETADA
2094,4874,2025-12-07 23:31:41,COMPLETADA
2095,3571,2025-05-21 07:15:05,COMPLETADA
2096,3584,2025-08-26 17:01:12,COMPLETADA
2097,813,2025-08-04 16:22:55,CANCELADA
2098,851,2025-10-27 05:11:23,COMPLETADA
2099,135,2025-03-30 00:38:28,COMPLETADA
2100,3370,2025-06-19 04:33:50,COMPLETADA
2101,4463,2025-06-24 02:21:04,COMPLETADA
2102,3639,2025-07-12 17:42:20,COMPLETADA
2103,268,2025-09-29 21:18:10,PENDIENTE
2104,3446,2025-03-23 01:23:42,COMPLETADA
2105,3725,2025-01-22 03:30:30,COMPLETADA
2106,938,2025-10-31 05:50:30,COMPLETADA
2107,3847,2025-10-25 02:03:09,CANCELADA
2108,2873,2025-03-23 12:27:49,CANCELADA
2109,3801,2025-01-07 16:16:50,COMPLETADA
2110,3243,2025-01-18 02:33:00,COMPLETADA
2111,3070,2025-09-19 05:36:04,PENDIENTE
2112,4158,2025-03-17 02:34:59,COMPLETADA
2113,2167,2025-04-03 16:19:13,COMPLETADA
2114,3398,2025-10-07 12:43:21,PENDIENTE
2115,35,2025-05-27 11:48:38,CANCELADA
2116,3397,2025-03-05 04:09:59,COMPLETADA
2117,216,2025-07-18 18:43:01,COMPLETADA
2118,3068,2025-01-17 15:56:32,PENDIENTE
2119,4252,2025-07-23 22:42:27,PENDIENTE
2120,4915,2025-11-16 07:17:16,COMPLETADA
2121,1397,2025-09-29 10:07:37,CANCELADA
2122,3523,2025-02-21 04:50:54,COMPLETADA
2123,3207,2025-06-26 07:27:58,COMPLETADA
2124,3223,2025-05-26 23:29:57,PENDIENTE
2125,4734,2025-04-18 20:04:51,COMPLETADA
2126,3199,2025-11-07 09:18:07,CANCELADA
2127,1424,2025-09-10 19:19:17,COMPLETADA
2128,2607,2025-08-06 15:31:52,COMPLETADA
2129,3584,2025-05-31 09:22:32,COMPLETADA
2130,1035,2025-05-21 16:16:49,COMPLETADA
2131,4727,2025-03-10 12:33:26,PENDIENTE
2132,2132,2025-11-11 11:43:56,PENDIENTE
2133,1303,2025-09-27 08:33:31,CANCELADA
2134,1670,2025-04-04 21:00:11,COMPLETADA
2135,211,2025-07-12 15:35:15,COMPLETADA
2136,4861,2025-02-03 09:25:46,COMPLETADA
2137,4454,2025-08-08 17:15:19,CANCELADA
2138,646,2025-04-06 10:10:28,COMPLETADA
2139,208,2025-03-19 17:56:01,PENDIENTE
2140,1070,2025-07-31 09:51:48,CANCELADA
2141,2934,2025-05-23 08:31:38,COMPLETADA
2142,1817,2025-04-21 09:16:29,COMPLETADA
2143,4387,2025-09-20 14:34:02,PENDIENTE
2144,3098,2025-10-17 20:43:41,PENDIENTE
2145,424,2025-02-17 07:54:52,COMPLETADA
2146,1178,2025-03-07 20:10:00,COMPLETADA
2147,4747,2026-01-01 18:07:13,CANCELADA
2148,909,2025-05-11 06:49:35,COMPLETADA
2149,4882,2025-05-12 08:13:10,COMPLETADA
2150,1162,2025-07-25 09:21:50,COMPLETADA
2151,1480,2025-02-18 08:46:38,COMPLETADA
2152,4049,2025-06-27 17:22:28,PENDIENTE
2153,1704,2025-02-28 19:15:45,COMPLETADA
2154,4023,2025-10-04 00:48:33,PENDIENTE
2155,3390,2025-10-02 08:33:18,COMPLETADA
2156,626,2025-11-28 01:24:38,COMPLETADA
2157,3440,2025-10-03 05:53:01,COMPLETADA
2158,2569,2025-08-08 19:08:33,COMPLETADA
2159,3694,2025-09-27 07:08:02,PENDIENTE
2160,1473,2025-03-02 11:53:28,COMPLETADA
2161,1464,2025-05-17 20:18:11,PENDIENTE
2162,4970,2025-12-18 20:28:54,CANCELADA
2163,961,2025-07-07 06:09:56,CANCELADA
2164,2841,2025-12-28 08:26:45,COMPLETADA
2165,4916,2025-10-21 09:58:05,COMPLETADA
2166,1298,2025-05-28 19:47:08,COMPLETADA
2167,2085,2025-04-02 20:14:31,CANCELADA
2168,1580,2025-02-08 15:13:22,COMPLETADA
2169,4391,2025-08-16 08:34:34,COMPLETADA
2170,4193,2025-08-09 20:21:08,PENDIENTE
2171,1772,2025-11-17 23:17:49,CANCELADA
2172,941,2025-05-09 12:28:44,CANCELADA
2173,242,2025-10-22 08:27:49,COMPLETADA
2174,1801,2025-07-22 09:23:50,COMPLETADA
2175,1037,2025-06-07 12:48:34,COMPLETADA
2176,3946,2025-03-05 08:11:50,COMPLETADA
2177,754,2025-12-18 19:44:01,COMPLETADA
2178,4518,2025-06-15 02:44:16,PENDIENTE
2179,3827,2025-07-19 17:37:37,PENDIENTE
2180,4062,2025-07-29 21:39:34,COMPLETADA
2181,3277,2025-09-06 09:55:40,CANCELADA
2182,2049,2025-09-15 23:40:38,COMPLETADA
2183,2303,2025-10-23 13:54:54,CANCELADA
2184,843,2025-12-29 01:38:20,COMPLETADA
2185,4814,2025-01-24 15:52:51,COMPLETADA
2186,1687,2025-02-18 10:12:13,CANCELADA
2187,3997,2025-02-24 12:49:22,COMPLETADA
2188,3655,2025-01-09 09:58:17,COMPLETADA
2189,2226,2025-12-31 05:20:36,PENDIENTE
2190,882,2025-04-17 17:27:55,COMPLETADA
2191,3517,2025-08-02 13:24:47,COMPLETADA
2192,2892,2025-06-07 16:22:49,COMPLETADA
2193,527,2025-11-05 21:09:42,COMPLETADA
2194,277,2025-09-28 14:00:53,CANCELADA
2195,2074,2025-11-13 00:57:41,COMPLETADA
2196,2405,2025-12-09 00:30:53,COMPLETADA
2197,4346,2025-11-15 09:42:18,COMPLETADA
2198,246,2025-05-13 06:42:30,COMPLETADA
2199,2644,2025-02-09 17:33:03,COMPLETADA
2200,1524,2025-08-05 00:20:21,COMPLETADA
2201,596,2025-10-22 10:32:15,COMPLETADA
2202,3045,2025-08-09 22:33:31,COMPLETADA
2203,2576,2025-10-08 11:16:12,COMPLETADA
2204,2610,2025-06-10 03:02:33,PENDIENTE
2205,2695,2026-01-03 02:32:13,COMPLETADA
2206,4649,2025-02-27 06:56:46,PENDIENTE
2207,1906,2025-02-10 06:53:56,COMPLETADA
2208,3159,2025-03-13 18:28:23,COMPLETADA
2209,1739,2025-06-14 12:12:10,COMPLETADA
2210,844,2025-12-27 15:13:02,COMPLETADA
2211,4980,2025-12-26 12:30:35,CANCELADA
2212,613,2025-05-27 04:21:00,COMPLETADA
2213,3455,2025-09-17 08:18:20,PENDIENTE
2214,3566,2025-02-25 04:35:37,COMPLETADA
2215,2623,2025-10-10 07:44:55,COMPLETADA
2216,407,2025-07-08 10:59:43,PENDIENTE
2217,4085,2025-03-21 20:48:56,COMPLETADA
2218,2249,2025-10-07 06:10:25,COMPLETADA
2219,1017,2025-03-08 23:44:22,COMPLETADA
2220,4927,2025-03-17 23:53:05,COMPLETADA
2221,3137,2025-08-23 20:07:12,COMPLETADA
2222,175,2025-09-04 03:17:31,COMPLETADA
2223,4717,2025-06-13 12:32:38,CANCELADA
2224,3783,2025-05-28 00:27:17,COMPLETADA
2225,3300,2025-09-06 23:55:07,COMPLETADA
2226,4371,2025-11-25 13:04:56,CANCELADA
2227,321,2025-05-04 18:37:22,COMPLETADA
2228,134,2025-05-14 20:14:25,COMPLETADA
2229,780,2025-08-16 18:16:27,PENDIENTE
2230,3401,2025-05-24 14:56:52,PENDIENTE
2231,2251,2025-06-18 17:46:54,COMPLETADA
2232,2833,2025-01-31 01:14:45,COMPLETADA
2233,4559,2025-05-09 18:51:25,PENDIENTE
2234,4046,2025-12-02 07:52:18,COMPLETADA
2235,3223,2025-04-03 01:04:27,COMPLETADA
2236,3724,2025-09-17 04:30:11,COMPLETADA
2237,995,2025-07-08 12:26:06,PENDIENTE
2238,842,2025-03-10 00:18:47,COMPLETADA
2239,392,2025-02-05 08:40:57,PENDIENTE
2240,1137,2025-06-15 03:58:29,COMPLETADA
2241,2645,2025-10-26 14:19:57,CANCELADA
2242,3570,2025-12-29 07:43:18,COMPLETADA
2243,722,2025-01-13 18:27:12,COMPLETADA
2244,3022,2025-04-05 03:02:25,PENDIENTE
2245,4404,2025-01-12 16:19:15,CANCELADA
2246,431,2025-10-29 06:30:21,COMPLETADA
2247,353,2025-12-29 19:44:31,COMPLETADA
2248,2493,2025-05-20 05:46:04,COMPLETADA
2249,2698,2025-01-08 16:51:14,PENDIENTE
2250,3110,2025-02-11 04:18:26,COMPLETADA
2251,1396,2025-04-29 23:59:26,CANCELADA
2252,4780,2025-11-06 19:05:21,COMPLETADA
2253,1035,2025-02-08 17:11:51,COMPLETADA
2254,1213,2025-07-18 18:36:01,PENDIENTE
2255,3386,2025-03-08 08:47:35,COMPLETADA
2256,1003,2025-09-06 13:18:36,COMPLETADA
2257,1971,2025-05-29 08:50:02,COMPLETADA
2258,4015,2025-08-01 12:14:01,CANCELADA
2259,2638,2025-09-07 17:59:24,PENDIENTE
2260,3955,2025-07-06 00:18:03,COMPLETADA
2261,2162,2025-04-08 14:35:27,PENDIENTE
2262,679,2025-06-04 22:27:00,COMPLETADA
2263,1986,2025-09-04 08:45:58,PENDIENTE
2264,1687,2025-03-09 21:35:51,PENDIENTE
2265,616,2025-12-09 07:55:18,CANCELADA
2266,494,2025-12-05 17:05:21,COMPLETADA
2267,1771,2025-04-24 22:35:45,COMPLETADA
2268,3155,2025-11-30 17:16:54,COMPLETADA
2269,857,2025-06-07 21:05:37,COMPLETADA
2270,4838,2025-12-13 07:16:09,PENDIENTE
2271,4211,2025-05-17 08:35:22,CANCELADA
2272,2555,2025-09-03 11:37:26,PENDIENTE
2273,1262,2025-01-16 14:42:49,PENDIENTE
2274,866,2025-03-21 11:44:00,CANCELADA
2275,1793,2025-03-28 16:47:07,CANCELADA
2276,3159,2025-09-23 04:40:28,CANCELADA
2277,4207,2025-09-02 07:06:13,COMPLETADA
2278,3279,2025-08-22 03:47:12,COMPLETADA
2279,2277,2025-07-27 21:29:59,COMPLETADA
2280,2517,2025-03-09 15:46:06,CANCELADA
2281,4729,2025-05-22 20:21:32,COMPLETADA
2282,1207,2025-04-18 05:43:56,COMPLETADA
2283,878,2025-10-07 01:49:40,PENDIENTE
2284,1971,2025-09-20 03:30:06,COMPLETADA
2285,3776,2025-12-16 21:20:45,COMPLETADA
2286,235,2025-04-15 05:15:34,COMPLETADA
2287,4350,2025-09-14 12:41:21,COMPLETADA
2288,2176,2025-11-15 04:37:37,COMPLETADA
2289,4509,2025-05-20 11:24:40,COMPLETADA
2290,3535,2025-06-17 13:21:50,COMPLETADA
2291,3252,2025-03-24 01:57:12,COMPLETADA
2292,4161,2025-03-14 11:38:41,COMPLETADA
2293,3616,2025-09-24 13:10:51,COMPLETADA
2294,802,2025-04-17 18:34:23,COMPLETADA
2295,3134,2025-08-19 15:34:31,PENDIENTE
2296,3462,2025-11-06 07:37:57,COMPLETADA
2297,1552,2025-10-21 02:28:29,COMPLETADA
2298,4867,2025-09-29 06:20:43,COMPLETADA
2299,4977,2025-01-17 14:10:01,COMPLETADA
2300,3552,2025-01-29 08:06:50,COMPLETADA
2301,409,2025-01-25 03:17:10,COMPLETADA
2302,910,2025-08-08 00:35:41,COMPLETADA
2303,436,2025-04-05 05:02:00,CANCELADA
2304,4713,2025-01-19 06:24:31,COMPLETADA
2305,540,2025-08-14 21:21:54,COMPLETADA
2306,2257,2025-09-01 22:48:01,COMPLETADA
2307,3315,2025-06-05 19:37:00,COMPLETADA
2308,830,2025-02-10 00:39:41,COMPLETADA
2309,2198,2025-08-18 10:41:07,COMPLETADA
2310,1402,2025-07-21 22:52:28,PENDIENTE
2311,2848,2025-10-15 16:50:07,COMPLETADA
2312,4885,2025-04-13 03:26:34,COMPLETADA
2313,26,2025-03-06 04:45:38,COMPLETADA
2314,4123,2025-12-14 21:43:02,CANCELADA
2315,3906,2025-12-02 17:40:19,PENDIENTE
2316,1955,2025-09-30 06:21:59,COMPLETADA
2317,569,2025-11-20 14:07:14,COMPLETADA
2318,2722,2025-06-17 20:32:31,CANCELADA
2319,1162,2025-09-03 09:47:11,CANCELADA
2320,3888,2025-08-03 13:10:50,COMPLETADA
2321,171,2025-12-09 22:56:56,COMPLETADA
2322,2162,2025-03-20 07:36:56,CANCELADA
2323,1399,2025-05-23 11:41:57,PENDIENTE
2324,80,2025-09-30 14:04:39,COMPLETADA
2325,3882,2025-04-08 04:15:46,COMPLETADA
2326,4001,2025-10-14 02:06:29,CANCELADA
2327,3872,2025-05-20 17:09:37,COMPLETADA
2328,143,2025-05-30 08:48:52,COMPLETADA
2329,2382,2025-11-22 13:51:52,PENDIENTE
2330,4304,2025-05-27 22:08:05,COMPLETADA
2331,1201,2025-09-16 10:42:32,PENDIENTE
2332,820,2025-08-06 03:23:31,COMPLETADA
2333,2750,2025-08-17 16:34:59,COMPLETADA
2334,2874,2025-12-28 08:13:56,CANCELADA
2335,2109,2025-04-04 15:07:10,PENDIENTE
2336,2077,2025-06-09 23:38:44,COMPLETADA
2337,112,2025-07-17 20:08:53,PENDIENTE
2338,2467,2025-01-19 22:58:10,PENDIENTE
2339,4243,2025-11-19 12:32:00,PENDIENTE
2340,4881,2025-05-05 15:56:38,COMPLETADA
2341,2212,2025-02-25 20:54:51,PENDIENTE
2342,170,2025-07-27 21:41:55,COMPLETADA
2343,3362,2025-07-19 13:42:45,CANCELADA
2344,1161,2025-01-22 18:18:00,COMPLETADA
2345,254,2025-12-12 03:23:39,COMPLETADA
2346,3529,2025-03-23 15:14:48,COMPLETADA
2347,732,2025-06-09 07:38:18,COMPLETADA
2348,3095,2025-04-12 11:33:47,COMPLETADA
2349,2244,2025-10-01 11:23:48,CANCELADA
2350,4464,2025-10-25 15:39:10,CANCELADA
2351,3681,2025-05-04 03:38:36,CANCELADA
2352,4317,2025-03-12 16:14:42,COMPLETADA
